adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,tipo,origin_country_x,original_name,first_air_date,name,media_type,gender,known_for_department,profile_path,titulo_unico,ano_lancamento,tamanho_sinopse,popularidade_log,nota_ponderada,vote_count_log,popularidade_categoria,generos_nomes,runtime,budget,revenue,production_countries,origin_country_y,duracao_min,pais_codigo,pais_nome,lucro,lucro_log
False,/5XNQBqnBwPA9yT0jZ0p3s8bbLh0.jpg,"[12, 18, 878]",157336,en,Interstellar,"As reservas naturais da Terra estão chegando ao fim e um grupo de astronautas recebe a missão de verificar possíveis planetas para receberem a população mundial, possibilitando a continuação da espécie. Cooper é chamado para liderar o grupo e aceita a missão sabendo que pode nunca mais ver os filhos. Ao lado de Brand, Jenkins e Doyle, ele seguirá em busca de um novo lar.",35.6023,/6ricSDD83BClJsFdGB6x7cM0MFQ.jpg,2014-11-05,Interestelar,False,8.462,38278,Filme (Trending),,,,,movie,,,,Interestelar,2014,65,3.600111079962929,8.462,10.552656721923686,Baixa,"['Aventura', 'Drama', 'Ficção científica']",,0.0,0.0,,,,,,0.0,0.0
False,/7Nwnmyzrtd0FkcRyPqmdzTPppQa.jpg,"[80, 18, 35]",106646,en,The Wolf of Wall Street,"Durante seis meses, Jordan Belfort trabalhou duro em uma corretora de Wall Street, seguindo os ensinamentos de seu mentor Mark Hanna. Quando finalmente consegue ser contratado como corretor da firma, acontece o Black Monday, que faz com que as bolsas de vários países caiam repentinamente. Sem emprego e bastante ambicioso, ele acaba trabalhando para uma empresa de fundo de quintal que lida com papéis de baixo valor, que não estão na bolsa de valores. É lá que Belfort tem a idéia de montar uma empresa focada neste tipo de negócio, cujas vendas são de valores mais baixos mas, em compensação, o retorno para o corretor é bem mais vantajoso. Ao lado de Donnie e outros amigos dos velhos tempos, ele cria a Stratton Oakmont, uma empresa que faz com que todos enriqueçam rapidamente e, também, levem uma vida dedicada ao prazer.",19.1139,/esJTXTdj4JZDyP5LUI1Fq3kyNda.jpg,2013-12-25,O Lobo de Wall Street,False,8.027,25194,Filme (Trending),,,,,movie,,,,O Lobo de Wall Street,2013,141,3.0014111183484005,5.283249856314332,10.134400841114699,Baixa,"['Crime', 'Drama', 'Comédia']",,0.0,0.0,,,,,,0.0,0.0
False,/4BtL2vvEufDXDP4u6xQjjQ1Y2aT.jpg,"[28, 80, 53]",1419406,zh,捕风追影,A polícia de Macau remove o policial que é especialista em rastrear a aposentadoria para ajudar a capturar um grupo perigoso de ladrões profissionais.,501.8155,/uLmjQTgqXtuXRPOWfHB4vOmbgzt.jpg,2025-08-16,A Sombra Do Perigo,False,6.436,102,Filme (Trending),,,,,movie,,,,A Sombra Do Perigo,2025,24,6.220223303607685,0.017150112336067714,4.634728988229636,Muito Alta,"['Ação', 'Crime', 'Thriller']",142.0,0.0,702538.0,"[{'iso_3166_1': 'CN', 'name': 'China'}]","['CN', 'HK']",142.0,CN,China,702538.0,13.462456194663316
False,/s6aB9kjxNg0mu2361IkCUSpyHJV.jpg,"[80, 53, 35]",639988,ko,어쩔수가없다,"Depois de ficar desempregado por vários anos, um homem elabora um plano único para conseguir um novo emprego: eliminar sua concorrência.",54.2929,/5wKrvjfWKtjVeQjZZEZKmavi595.jpg,2025-09-24,Sem Outra Escolha,False,7.8,49,Filme (Trending),,,,,movie,,,,Sem Outra Escolha,2025,21,4.012644509688766,0.009984847693191912,3.912023005428146,Média,"['Crime', 'Thriller', 'Comédia']",139.0,0.0,7500000.0,"[{'iso_3166_1': 'KR', 'name': 'South Korea'}, {'iso_3166_1': 'FR', 'name': 'France'}]",['KR'],139.0,KR,South Korea,7500000.0,15.830413711839864
False,/uoIOfRNmu47P2fET2KnrYHt3TH.jpg,"[18, 10759]",272418,en,,"A jornada de Robert Locksley, de filho de guarda-florestal a fora-da-lei, começa. A rebelião começa em Sherwood, intrigas aumentam, e nasce uma lenda.",59.0378,/aTBRFl6l1qPW34nuZ1FC3zRgfPE.jpg,,,,8.0,51,Série (Trending),['US'],Robin Hood,2025-11-02,Robin Hood,tv,,,,Robin Hood,2025,23,4.09497436385541,0.010658864099482732,3.9512437185814275,Alta,"['Drama', 'Action & Adventure']",,0.0,0.0,,,,,,0.0,0.0
False,/rBjsoUKM0FDuAzYkRW3hd6UtHiq.jpg,"[27, 53]",1228246,en,Five Nights at Freddy's 2,"Um ano após o pesadelo sobrenatural na Freddy Fazbear's Pizza, as histórias sobre o que aconteceu ali foram distorcidas, transformando-se em uma lenda local exagerada, inspirando o primeiro Fazfest da cidade. Sem saber a verdade sobre o ocorrido, Abby sai escondida para se reconectar com Freddy, Bonnie, Chica e Foxy, dando início a uma aterrorizante série de eventos que revelarão segredos sombrios sobre a verdadeira origem da Freddy's e libertarão um horror há muito esquecido, escondido por décadas.",22.6754,/4Vctt7vkGqlVDIclzANwJkJP2pR.jpg,2025-12-03,Five Nights at Freddy's 2,False,0.0,0,Filme (Trending),,,,,movie,,,,Five Nights at Freddy's 2,2025,78,3.1644365343887606,0.0,0.0,Baixa,"['Terror', 'Thriller']",,0.0,0.0,,,,,,0.0,0.0
False,/oVfucXvhutTpYExG9k06NJqnpT9.jpg,"[10759, 35, 16]",37854,ja,,"Houve um homem que conquistou tudo aquilo que o mundo tinha a oferecer, o lendário Rei dos Piratas, Gold Roger. Capturado e condenado à execução pelo Governo Mundial, suas últimas palavras lançaram legiões aos mares. ""Meu tesouro? Se quiserem, podem pegá-lo. Procurem-no! Ele contém tudo que este mundo pode oferecer!"". Foi a revelação do maior tesouro, o One Piece, cobiçado por homens de todo o mundo, sonhando com fama e riqueza imensuráveis... Assim começou a Grande Era dos Piratas!",30.6443,/9ltisibeD4gzqjM1AzmQwCdyirQ.jpg,,,,8.7,5043,Série (Trending),['JP'],ワンピース,1999-10-20,One Piece,tv,,,,One Piece,1999,79,3.454558037584442,1.1461962484978316,8.52595469708481,Baixa,"['Action & Adventure', 'Comédia', 'Animação']",,0.0,0.0,,,,,,0.0,0.0
False,/xawDFjfjBmtKYC29bZOYnYPGa8e.jpg,"[16, 12, 14, 35]",1304434,zh,浪浪山小妖怪,"O pequeno porco Yao decide deixar a montanha Langlang para se juntar à peregrinação. Na jornada para o oeste, que provações os monstrinhos enfrentarão? No final, eles conseguirão realizar seus sonhos e viver como realmente desejam?",26.9666,/t3Rs1BeIDXhwjOt10iyjiFe7BpL.jpg,2025-08-02,Nobody,False,7.7,31,Filme (Trending),,,,,movie,,,,Nobody,2025,36,3.331010941011983,0.006235957991535607,3.4657359027997265,Baixa,"['Animação', 'Aventura', 'Fantasia', 'Comédia']",,0.0,0.0,,,,,,0.0,0.0
False,/wGI8MPfv23B80AF5Yrg1Ss2mVCp.jpg,[35],1668,en,,"Seis jovens são unidos por laços familiares, românticos e, principalmente, de amizade, enquanto tentam vingar em Nova York. Rachel é a garota mimada que deixa o noivo no altar para viver com a amiga dos tempos de escola Monica, sistemática e apaixonada pela culinária. Monica é irmã de Ross, um paleontólogo que é abandonado pela esposa, que descobriu ser lésbica. Do outro lado do corredor do apartamento de Monica e Rachel, moram Joey, um ator frustrado, e Chandler, de profissão misteriosa. A turma é completa pela exótica Phoebe. ",80.6697,/f496cm9enuEsZkSPzCwnTESEK5s.jpg,,,,8.4,8689,Série (Trending),['US'],Friends,1994-09-22,Friends,tv,,,,Friends,1994,88,4.402683064043981,1.9067767385965828,9.069928218259438,Alta,['Comédia'],,0.0,0.0,,,,,,0.0,0.0
False,/q71au2YjcwXBMZKNzNgjK7RZ3Hs.jpg,[18],157741,en,,"Ambientada nas cidades em expansão do Texas, Landman é uma fábula de busca por fortuna no mundo do petróleo. A série narra o contraste entre operários e bilionários, que alimentam um boom que está remodelando nosso clima, economia e geopolítica.",56.7227,/aj8uehRXWeQ7WSbnhnKRZ23GBdn.jpg,,,,8.1,302,Série (Trending),['US'],Landman,2024-11-17,Landman,tv,,,,Landman,2024,40,4.055650510358412,0.06390616019645749,5.713732805509369,Média,['Drama'],,0.0,0.0,,,,,,0.0,0.0
False,/7vd3pBecT2WFfZZd4rj887TcyGx.jpg,"[27, 53]",1197137,en,Black Phone 2,"Quatro anos após escapar de The Grabber, Finney Blake luta com sua vida após o cativeiro. Quando sua irmã Gwen começa a receber ligações em sonhos do telefone preto e a ter visões perturbadoras de três garotos sendo perseguidos em um acampamento de inverno conhecido como Alpine Lake, os irmãos se determinam a desvendar o mistério e confrontar um assassino que se tornou mais poderoso na morte e mais significativo para eles do que qualquer um poderia imaginar.",117.0052,/urKKKnvRR8hOC3xGSxGb3ZFmXen.jpg,2025-10-15,O Telefone Preto 2,False,6.9,596,Filme (Trending),,,,,movie,,,,O Telefone Preto 2,2025,78,4.7707286912913185,0.10743508020272742,6.391917113392602,Muito Alta,"['Terror', 'Thriller']",,0.0,0.0,,,,,,0.0,0.0
False,/wGAfm9rZ1Sm7KeNpDfkPHerMRL3.jpg,"[9648, 10759]",249971,zh,,"Na antiga Dinastia Qin, Qin Shi Huang era obcecado pela imortalidade. Ele enviou um exército misterioso, conhecido como os ""Caçadores de Nanshan"", para desvendar o mistério da imortalidade. No entanto, seu paradeiro e segredos desapareceram com o passar do tempo. No presente, essa história misteriosa ressurge repentinamente. A escultora Nie Jiu Luo é descendente dos Caçadores de Nanshan. Ela leva uma vida comum, mas sua identidade a impede de escapar de seus laços com o passado. Ao mesmo tempo, Yan Tuo, um jovem rico cuja família é controlada por uma mulher chamada Lin Xi Rou, busca a verdade. Quando Nie Jiu Luo e Yan Tuo se encontram, seus destinos começam a se entrelaçar. Inicialmente, o relacionamento entre eles é conflituoso, mas após diversas colaborações de vida ou morte, eles desenvolvem gradualmente confiança e afeição mútua.",15.8871,/a2ab28sPQNi9xGmvEzRIiydbqMr.jpg,,,,9.0,3,Série (Trending),['CN'],枭起青壤,2025-11-22,Amor na terra mística,tv,,,,Amor na terra mística,2025,135,2.8265500168473947,0.0007053660065834161,1.3862943611198906,Baixa,"['Mistério', 'Action & Adventure']",,0.0,0.0,,,,,,0.0,0.0
False,/9tOkjBEiiGcaClgJFtwocStZvIT.jpg,"[16, 12, 10751, 35]",269149,en,Zootopia,"Em uma cidade de animais antropomórficos, uma raposa fugitiva vigarista e um coelho policial recruta precisam trabalhar juntos para desvendar uma conspiração.",51.2993,/ncqVGCX9P3EKQfsOXiB3XxQ0Dip.jpg,2016-02-11,Zootopia: Essa Cidade é o Bicho,False,7.752,17101,Filme (Trending),,,,,movie,,,,Zootopia: Essa Cidade é o Bicho,2016,22,3.9569829866600825,3.46326746433983,9.7469506947159,Média,"['Animação', 'Aventura', 'Família', 'Comédia']",108.0,150000000.0,1025521689.0,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],108.0,US,United States of America,875521689.0,20.59033048379792
False,/zUynbDIQtpWqtZkmwjEyvvFOURS.jpg,"[16, 10765]",219080,en,,"Um grupo de excluídos, criminosos e desajustados acaba salvando o continente quando uma relíquia arcana capaz de remodelar a realidade cai nas mãos erradas.",43.1605,/qJTZanXDiJKABLNGRM9LmSg8YT7.jpg,,,,8.4,8,Série (Trending),['US'],The Mighty Nein,2025-11-19,The Mighty Nein,tv,,,,The Mighty Nein,2025,24,3.787830724368509,0.0017555776163853912,2.1972245773362196,Média,"['Animação', 'Sci-Fi & Fantasy']",,0.0,0.0,,,,,,0.0,0.0
False,/jzt9HuhIAdH9qp0K2MA1m5V8sgq.jpg,"[12, 878]",329,en,Jurassic Park,"Um parque construído por um milionário tem dinossauros diversos como habitantes, extintos a sessenta e cinco milhões de anos. Isto é possível por ter sido encontrado um inseto fossilizado, que tinha sugado sangue destes dinossauros, de onde pôde-se isolar o DNA, o código químico da vida e, a partir deste ponto, recriá-los em laboratório. Mas, o que parecia ser um sonho se torna um pesadelo, quando a experiência sai do controle de seus criadores.",6.7444,/mgjJ7FH4V3exsmoHwXrmsUhn0h1.jpg,1993-06-11,Jurassic Park: O Parque dos Dinossauros,False,7.963,17271,Filme (Trending),,,,,movie,,,,Jurassic Park: O Parque dos Dinossauros,1993,74,2.0469700015328733,3.5928986101677203,9.756841972194643,Baixa,"['Aventura', 'Ficção científica']",,0.0,0.0,,,,,,0.0,0.0
False,/eMBYlgFTHfZaTz96eJxlkeMsKo9.jpg,"[16, 28]",1539104,ja,劇場版 呪術廻戦「渋谷事変 特別編集版」×「死滅回游 先行上映」,"Yuji Itadori, acompanhado por seus colegas de classe e outros feiticeiros jujutsu de alto nível, entra na briga em um confronto sem precedentes de maldições: o Incidente de Shibuya. No rescaldo, dez colônias em todo o Japão são transformadas em antros de maldições em um plano orquestrado por Noritoshi Kamo, o feiticeiro mais perverso da história.",163.6498,/sa646tMUGfCdOvwnHvzqycxzSoB.jpg,2025-11-07,JUJUTSU KAISEN: Execução,False,3.9,31,Filme (Trending),,,,,movie,,,,JUJUTSU KAISEN: Execução,2025,56,5.103820794123791,0.003158472229479074,3.4657359027997265,Muito Alta,"['Animação', 'Ação']",88.0,0.0,0.0,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",['JP'],88.0,JP,Japan,0.0,0.0
False,/t4r4R7Ocvupzlkx2mpVLcJoFYNk.jpg,[10764],304068,ko,,"O que era uma promessa virou realidade: três amigos finalmente pegam a estrada no Quênia. Prepare-se para aventuras, piadas e talvez até uma selfie com uma girafa.",4.103,/nRmbIIsX4QIPScDqQ1T46VlwJlw.jpg,,,,0.0,0,Série (Trending),['KR'],케냐 간 세끼,2025-11-25,Três Tontos no Quênia,tv,,,,Três Tontos no Quênia,2025,27,1.6298286020818344,0.0,0.0,Baixa,['Reality'],,0.0,0.0,,,,,,0.0,0.0
False,/7SgljBnhPPoHxKoQL5ooIhrEgAS.jpg,"[28, 10752]",1223601,fi,Sisu 2,"Ao retornar à casa onde sua família foi brutalmente assassinada durante a guerra, ""o homem que se recusa a morrer"" a desmonta, carrega seus destroços em um caminhão e está determinado a reconstruí-la em algum lugar seguro em sua homenagem. Quando o comandante do Exército Vermelho que matou sua família retorna, decidido a terminar o serviço, inicia-se uma perseguição implacável e alucinante por todo o país — uma luta até a morte.",56.2681,/uD1SSjSxu0LjnbzDQiuunPiqBa9.jpg,2025-10-21,Sisu: Estrada para a Vingança,False,7.5,23,Filme (Trending),,,,,movie,,,,Sisu: Estrada para a Vingança,2025,72,4.047743749672431,0.0045065050420607135,3.1780538303479458,Média,"['Ação', 'Guerra']",89.0,12200000.0,5708490.0,"[{'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",['FI'],89.0,FI,Finland,-6491510.0,0.0
False,/docDyCJrhPoFXAckB1aOiIv9Mz0.jpg,"[28, 53, 878]",798645,en,The Running Man,"Em um futuro próximo, ""O Sobrevivente"" é o show de maior audiência na televisão – uma competição mortal onde os participantes precisam sobreviver 30 dias enquanto são caçados por assassinos profissionais. Cada passo é transmitido a um público sedento por sangue e cada dia sobrevivido aumenta o prêmio em dinheiro para o vencedor.",58.6148,/8nBuPCAXLFSuUBjO1WvJ2blEVmK.jpg,2025-11-11,O Sobrevivente,False,6.824,193,Filme (Trending),,,,,movie,,,,O Sobrevivente,2025,53,4.087903865392114,0.03440702231046554,5.267858159063328,Alta,"['Ação', 'Thriller', 'Ficção científica']",130.0,110000000.0,48267967.0,"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",['US'],130.0,US,United States of America,-61732033.0,0.0
False,/5lQ4euO30sDin5nCifvi0vURFNd.jpg,"[28, 35, 10751]",1248226,en,Playdate,"Quando o contador desempregado Brian leva seu filho para brincar com o filho de Jeff, pai que fica em casa, ele espera um dia tranquilo. Em vez disso, eles acabam perseguidos por mercenários, e Brian — totalmente despreparado — precisa sobreviver a um obstáculo absurdo atrás do outro. A vida de pai de família vira um caos de filme de ação nesta aventura hilária.",141.5693,/auLOTlulof19GSPrNomyG7myfzN.jpg,2025-11-05,Um Dia Fora de Controle,False,6.155,297,Filme (Trending),,,,,movie,,,,Um Dia Fora de Controle,2025,64,4.959828197284979,0.047756805475730184,5.697093486505405,Muito Alta,"['Ação', 'Comédia', 'Família']",95.0,0.0,0.0,"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",['US'],95.0,US,United States of America,0.0,0.0
False,/6CdrnONBaZsmoEMTn0A4S2Nj4t5.jpg,[99],1422166,en,The Age of Disclosure,Revela um acobertamento mundial de 80 anos de formas de vida inteligente não humanas e uma guerra secreta entre grandes nações para fazer a engenharia reversa de tecnologia avançada de origem não humana.,20.6842,/7f0gVJ2DwygToEFSS5GVsd2kO9T.jpg,2025-11-21,A Era do Desacobertamento,False,7.6,12,Filme (Trending),,,,,movie,,,,A Era do Desacobertamento,2025,33,3.076583884746075,0.0023825696222373165,2.5649493574615367,Baixa,['Documentário'],,0.0,0.0,,,,,,0.0,0.0
False,/c1oFbGc89FVZ4KvAe8riNJ8lPX1.jpg,"[35, 9648, 80]",812583,en,Wake Up Dead Man: A Knives Out Mystery,O famoso detetive Benoit Blanc está de volta para desvendar o caso mais perigoso que ele já enfrentou.,15.6858,/bJINp3TcQrvUroKRreMqiI4d3Fj.jpg,2025-11-26,Vivo ou Morto: Um Mistério Knives Out,False,4.0,1,Filme (Trending),,,,,movie,,,,Vivo ou Morto: Um Mistério Knives Out,2025,18,2.8145580583119205,0.00010449866764198757,0.6931471805599453,Baixa,"['Comédia', 'Mistério', 'Crime']",,0.0,0.0,,,,,,0.0,0.0
False,/foGkPxpw9h8zln81j63mix5B7m8.jpg,"[18, 10759]",71912,en,,O mutante Geralt de Rívia é um caçador de monstros que luta para encontrar seu lugar num mundo onde as pessoas muitas vezes são mais perversas que as criaturas selvagens.,115.0958,/uJ1kQWTY1nElMcrrbHtDitbV85K.jpg,,,,8.0,6390,Série (Trending),['US'],The Witcher,2019-12-20,The Witcher,tv,,,,The Witcher,2019,30,4.754415712338894,1.335492972464601,8.762646029650282,Muito Alta,"['Drama', 'Action & Adventure']",,0.0,0.0,,,,,,0.0,0.0
False,/6eLtIyVHCzqoQdsLfOPPNVTxsn7.jpg,"[878, 12, 28]",617126,en,The Fantastic 4: First Steps,"No vibrante cenário de um mundo retrofuturista inspirado nos anos 1960, a Primeira Família da Marvel é forçada a equilibrar seus papéis como heróis com a força de seus laços familiares, enquanto defendem a Terra de um deus espacial voraz chamado Galactus e sua enigmática arauta, a Surfista Prateada.",71.5603,/hlWOAWRKSno6UxaE0IXDFVvmzTf.jpg,2025-07-23,Quarteto Fantástico: Primeiros Passos,False,7.043,2490,Filme (Trending),,,,,movie,,,,Quarteto Fantástico: Primeiros Passos,2025,49,4.284417940307706,0.45815011233606767,7.820439515262181,Alta,"['Ficção científica', 'Aventura', 'Ação']",115.0,200000000.0,520652419.0,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],115.0,US,United States of America,320652419.0,19.58586829070048
False,/pFCm7WLLpno4opmqqQS4GXZ8V7M.jpg,[35],1581099,en,Kevin Hart: Acting My Age,,14.6977,/89HPieER8jX9sGKKzhagGIGkMxi.jpg,2025-11-23,Kevin Hart: Acting My Age,False,6.0,4,Filme (Trending),,,,,movie,,,,Kevin Hart: Acting My Age,2025,0,2.753514204807269,0.0006269920058519254,1.6094379124341003,Baixa,['Comédia'],,0.0,0.0,,,,,,0.0,0.0
False,/tRdorrIjlybrGsebXOzgF7vRyYy.jpg,"[28, 53]",1469354,en,Border Hunters,"Conta a história de um militar dos EUA que se dirige ao México em busca de vingança, depois que seu irmão policial é morto por um traficante de drogas com conexões com o cartel mexicano.",6.1845,/sd4wZxN3tZebHRa8gr6XyV0xlC7.jpg,2025-10-20,Caçadores da Fronteira,False,7.0,1,Filme (Trending),,,,,movie,,,,Caçadores da Fronteira,2025,35,1.9719259276871242,0.00018287266837347825,0.6931471805599453,Baixa,"['Ação', 'Thriller']",,0.0,0.0,,,,,,0.0,0.0
False,/1RgPyOhN4DRs225BGTlHJqCudII.jpg,"[16, 28, 14, 53]",1311031,ja,劇場版「鬼滅の刃」無限城編 第一章 猗窩座再来,"Enquanto os membros dos caçadores e os Hashira participavam de um rigoroso programa de fortalecimento coletivo, conhecido como Treinamento dos Hashira, em preparação para a batalha final contra os demônios, Muzan Kibutsuji aparece na Mansão Ubuyashiki. Com a vida do líder da organização em risco, Tanjiro e os Hashira correm até o quartel-general, mas acabam sendo lançados, pelas mãos de Muzan, em uma queda profunda rumo a um espaço misterioso para um confronto final, o Castelo Infinito.",130.6585,/c55sXCaQBj3vuHqZe62tv90xCQS.jpg,2025-07-18,Demon Slayer: Kimetsu no Yaiba Castelo Infinito,False,7.595,575,Filme (Trending),,,,,movie,,,,Demon Slayer: Kimetsu no Yaiba Castelo Infinito,2025,77,4.880211448992907,0.11408968598150372,6.3561076606958915,Muito Alta,"['Animação', 'Ação', 'Fantasia', 'Thriller']",155.0,20000000.0,740400000.0,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",['JP'],155.0,JP,Japan,720400000.0,20.39531717265419
False,/gqTz24ZRsCP6AKjARmEivY7m0cK.jpg,"[16, 28, 10749, 14]",1218925,ja,チェンソーマン レゼ篇,"Denji finalmente vive como o temido Homem-Motosserra, um jovem com coração de demônio que integra a Divisão Especial 4 de Caçadores de Demônios. Depois de um encontro marcante com Makima, a mulher de seus sonhos, ele busca refúgio da chuva e acaba conhecendo Reze, a misteriosa atendente de um café.",91.3711,/tj1XhCQ2Rw2sT2o7lIdqPIYvjsx.jpg,2025-09-19,Chainsaw Man – O Filme: Arco da Reze,False,7.827,217,Filme (Trending),,,,,movie,,,,Chainsaw Man – O Filme: Arco da Reze,2025,50,4.525814159161954,0.04437167563613564,5.384495062789089,Alta,"['Animação', 'Ação', 'Romance', 'Fantasia']",100.0,4100000.0,168300000.0,"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",['JP'],100.0,JP,Japan,164200000.0,18.916595761072735
False,/47cdJm6WGJqCsdE6QvPh6fLKwuo.jpg,"[16, 10759, 10765]",213402,ja,,"Mukoda Tsuyoshi é um assalariado comum, daqueles que você encontra em qualquer lugar... até que ele se vê repentinamente transportado para outro mundo! A única habilidade que ele ganha ao chegar a este mundo é a aparentemente inútil ""Loja de Conveniência Online"". Num primeiro momento, Mukoda fica desanimado, mas os alimentos modernos que ele consegue trazer a este mundo usando sua habilidade podem ter efeitos incríveis!",47.3868,/6IZkTbgZEkzeVPKqfe644mSxbfF.jpg,,,,8.3,256,Série (Trending),['JP'],とんでもスキルで異世界放浪メシ,2023-01-11,Campfire Cooking in Another World with My Absurd Skill,tv,,,,Campfire Cooking in Another World with My Absurd Skill,2023,66,3.879227049253013,0.0555096922514238,5.54907608489522,Média,"['Animação', 'Action & Adventure', 'Sci-Fi & Fantasy']",,0.0,0.0,,,,,,0.0,0.0
False,/jvTeRgjFsp66xj8SWxhr7O2J4ud.jpg,"[10751, 16, 35]",456,en,,"Uma animação sobre uma típica família dos Estados Unidos. Homer é o pai de família nada saudável ou inteligente, que adora beber cerveja. Marge é a esposa e mãe de família dedicada. Bart é o filho de 10 anos, que não leva a escola a sério e tem orgulho disso. Lisa é a garota de 8 anos, um gênio não apreciado. E Maggie é o bebê que não larga a chupeta.",127.9189,/1jGPgDDcmg3Xgs3WO8sfYfbnFoA.jpg,,,,8.0,10451,Série (Trending),['US'],The Simpsons,1989-12-17,Os Simpsons,tv,,,,Os Simpsons,1989,71,4.859183524487627,2.184231151052824,9.254548626640503,Muito Alta,"['Família', 'Animação', 'Comédia']",,0.0,0.0,,,,,,0.0,0.0
False,/jlGmlFOcfo8n5tURmhC7YVd4Iyy.jpg,"[28, 35, 12]",436969,en,The Suicide Squad,"Bem-vindos ao inferno: Belle Reve, a prisão com a maior taxa de mortalidade dos Estados Unidos. É aqui que os piores supervilões são mantidos e onde eles fazem de tudo para sair, até mesmo se unir à misteriosa e supersecreta Força-Tarefa X.",11.843,/wTS3dS2DJiMFFgqKDz5fxMTri.jpg,2021-07-28,O Esquadrão Suicida,False,7.477,9237,Filme (Trending),,,,,movie,,,,O Esquadrão Suicida,2021,42,2.552798915830919,1.8043014002821465,9.13108069099055,Baixa,"['Ação', 'Comédia', 'Aventura']",,0.0,0.0,,,,,,0.0,0.0
False,/3iD9yEsxKqliZfPck1aoTVC6K53.jpg,"[18, 10749, 14]",402431,en,Wicked,"Elphaba é uma jovem como outra qualquer do Reino de Oz, mas incompreendida por causa de sua pele verde incomum e por ainda não ter descoberto seu verdadeiro poder. Sua rotina é tranquila e pouco interessante, mas ao iniciar seus estudos na Universidade de Shiz, seu destino encontra Glinda, uma jovem popular e ambiciosa, nascida em berço de ouro, que só quer garantir seus privilégios e ainda não conhece sua verdadeira alma. As duas iniciam uma inesperada amizade; no entanto, suas diferenças, como o desejo de Glinda pela popularidade e poder, e a determinação de Elphaba em permanecer fiel a si mesma, entram no caminho, o que pode perpetuar no futuro de cada uma e em como as pessoas de Oz as enxergam.",76.2999,/qcaKkLwIXCAxJtpetVYHniCvLZj.jpg,2024-11-20,Wicked,False,6.914,2591,Filme (Trending),,,,,movie,,,,Wicked,2024,123,4.347692661931479,0.46800182872668367,7.860185057472165,Alta,"['Drama', 'Romance', 'Fantasia']",161.0,150000000.0,758733258.0,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],161.0,US,United States of America,608733258.0,20.226890731366908
False,/jUplF2dluebAYdHa901mhPVOZYU.jpg,"[878, 12, 28]",533533,en,TRON: Ares,"Um programa altamente sofisticado, Ares, é enviado do mundo digital para o mundo real em uma missão perigosa, marcando o primeiro encontro da humanidade com seres de I.A..",32.85,/oPFy0sDMEpIPwnd18sgiKvLYnb9.jpg,2025-10-08,Tron: Ares,False,6.332,413,Filme (Trending),,,,,movie,,,,Tron: Ares,2025,28,3.521938999358284,0.068319034432311,6.025865973825314,Baixa,"['Ficção científica', 'Aventura', 'Ação']",,0.0,0.0,,,,,,0.0,0.0
False,/vcU8hIHXuADItJSzEmt2F8IMq5l.jpg,"[10759, 18]",252193,ja,,"Conhecido um dia como o samurai invicto, Shujiro decide participar de um jogo mortal de sobrevivência para salvar sua família e seu povo no início da era Meiji.",75.9678,/wP8wvUQ1HRVzaAja2HH5r62WhUa.jpg,,,,8.073,90,Série (Trending),['JP'],イクサガミ,2025-11-13,Até o Último Samurai,tv,,,,Até o Último Samurai,2025,28,4.343387152573102,0.018981399237159725,4.51085950651685,Alta,"['Action & Adventure', 'Drama']",,0.0,0.0,,,,,,0.0,0.0
False,/gQimJqYMKCkwHIo8wwYKhmnCfBr.jpg,"[28, 80, 53]",1242501,en,Icefall,,16.1962,/5Byv6nznAb2Izd0gHpODOXnuSbo.jpg,2025-10-16,Icefall,False,6.9,33,Filme (Trending),,,,,movie,,,,Icefall,2025,0,2.8446884291781704,0.005948586655520142,3.5263605246161616,Baixa,"['Ação', 'Crime', 'Thriller']",,0.0,0.0,,,,,,0.0,0.0
False,/eU7IfdWq8KQy0oNd4kKXS0QUR08.jpg,"[878, 12, 28]",1061474,en,Superman,"Superman, um jovem repórter de Metrópolis, embarca em uma jornada para reconciliar sua herança kryptoniana com sua criação humana como Clark Kent.",49.4585,/xeZ8oG6W60fEPf9yCjERUXiHRBF.jpg,2025-07-09,Superman,False,7.415,3867,Filme (Trending),,,,,movie,,,,Superman,2025,22,3.921151216255018,0.7490936046815403,8.260492856573185,Média,"['Ficção científica', 'Aventura', 'Ação']",128.0,225000000.0,615800000.0,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],128.0,US,United States of America,390800000.0,19.783706480691755
